施設名,ラウンジ形態,媒体,総合スコア,投稿日,宿泊日,プラン名,喫食,客室,利用人数,年代,性別,目的,同伴者,レビュータイトル,レビュー本文,客室、アメニティ,施設、設備,接客、サービス,お食事,温泉、お風呂,満足度
ロワジール品川,宿泊者全員,楽天,3.00,2024年10月22日 19:16:47,2024年10月,楽天スーパーSALE,素泊まり,モデレートダブル【禁煙】,,不明,不明,レジャー,一人,,景色がいい,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2024年10月19日,2024年10月,楽天スーパーSALE,朝食付,モデレートダブル【喫煙】,,40代,男性,ビジネス,一人,,ビッグサイトや都心にもアクセスがいいしサービスも良くゆっくり休めました。また使う機会あったら使いたい,,,,,,
ロワジール品川,宿泊者全員,楽天,1.00,2024年10月17日,2024年10月,【楽天月末セール】スタンダードプラン 《朝食付》,素泊まり,スーペリアツイン【禁煙】,,40代,男性,レジャー,家族,,自分で設定はしていませんが、夜中3時に部屋に備え付けの目覚ましが鳴り出しました。しかもスヌーズ機能で3回鳴り響き家族全員起こされる始末。寝起きで操作が分からず電池を外して止めましたが、すっかり眠れなくなってしまい翌日は寝不足でした。 快適に過ごすためにもホテルとして最も注意して欲しい点だと感じます。,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2024年10月06日,2024年10月,楽天スーパーSALE,素泊まり,スーペリアツイン【禁煙】,,60代,男性,レジャー,家族,,朝食会場のテーブルとバイキングのトレーが少し汚かったが、あとは部屋もロビーも清潔感があった。臨海線へのアクセスが良くて、ここを拠点に都内や横浜まですぐに行ける。,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2024年10月05日,2024年09月,楽天スーパーSALE,素泊まり,モデレートダブル【喫煙】,,50代,男性,レジャー,一人,,とても綺麗でした。 朝食は、高いと感じましたが、とても美味しかったです。また利用したいです,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2024年09月15日 13:52:02,2024年09月,【さき楽】 早割プラン30 《 素泊り 》　30日前までの予約でおトクに宿泊！,朝食付,シーサイドモデレートダブル【禁煙】,,不明,不明,ビジネス,一人,,非常に綺麗でとても良いホテルでした。フロントの方々も対応が良く気持ち良かったです。,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2024年09月14日,2024年08月,【 楽天トラベル限定 】■ポイント最大10％■ どんどん貯めてお得に宿泊♪ 《 朝食付 》,朝食付,モデレートダブル【禁煙】,,40代,男性,レジャー,一人,,前夜の滞在地と翌朝の出勤先のどちらにもアクセスが良さそうだったので選びました。部屋が想像以上によくて、またリピートしたいと思います。,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2024年09月11日 11:39:45,2024年09月,【 楽天トラベル限定 】■ポイント最大10％■ どんどん貯めてお得に宿泊♪ 《 朝食付 》,朝食付,シーサイドスーペリアダブル(ソファーベッド付)【禁煙】,,不明,不明,ビジネス,一人,,高級感もありよかったです！,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2024年08月24日 11:30:33,2024年07月,【 楽天トラベル限定 】■ポイント最大10％■ どんどん貯めてお得に宿泊♪ 《 朝食付 》,,シーサイドモデレートダブル【禁煙】,,不明,不明,レジャー,一人,,中国の方が多い印象があります。,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2024年08月24日 11:28:54,2024年08月,【 楽天トラベル限定 】■ポイント最大10％■ どんどん貯めてお得に宿泊♪ 《 朝食付 》,,シーサイドスーペリアダブル【禁煙】,,不明,不明,ビジネス,一人,,高級感もあり落ち着きます。,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年07月06日,2025年06月,【楽天月末セール】スタンダードプラン 《素泊り》,素泊まり,モデレートダブル【禁煙】,,50代,男性,ビジネス,一人,,ありがとうございました,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年07月02日 15:51:42,2025年06月,楽天スーパーSALE,朝食付,スーペリアツイン【禁煙】,,不明,不明,レジャー,一人,,GOOD。,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年06月30日,2025年06月,【楽天月末セール】スタンダードプラン 《素泊り》,素泊まり,モデレートダブル【禁煙】,,40代,女性,ビジネス,一人,,ビッグサイトに用事があり利用しましたが、りんかい線の駅から歩いて直ぐなので、便利で良かったです！朝食無しで予約をしましたが、景色が良いレストランで食べれる事を知り、追加しました。 種類も沢山あり過ぎると迷ってしまいますが、ちょうど良いくらいの種類で美味しくいただけて満足でした。,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年06月29日 21:56:16,2025年06月,,素泊まり,シーサイドスーペリアダブル(ソファーベッド付)【禁煙】,,不明,不明,その他,家族,,３人で泊まりました。 部屋に椅子がなかったので、フロントでお願いしたところ、快く椅子を入れていただきました。 すごく助かりました。,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年06月27日 12:23:51,2025年06月,【さき楽】 早割プラン30 《 素泊り 》　30日前までの予約でおトクに宿泊！,朝食付,モデレートダブル【喫煙】,,不明,不明,ビジネス,一人,,快適に過ごせました。,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年06月24日 16:00:58,2025年06月,スタンダードプラン 《 朝食付 》,素泊まり,モデレートダブル【喫煙】,,不明,不明,レジャー,一人,,価格に対して朝食のクオリティが高いと感じました。 種類もたくさんあって大満足、食べ過ぎました。,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年06月18日 23:13:13,2025年06月,【春夏SALE】スタンダードプラン 《素泊り》,素泊まり,シーサイドモデレートダブル【禁煙】,,不明,不明,レジャー,家族,,駅からも近く綺麗でした。 2人部屋で少々狭いですが、寝るだけなので、全然気になりません。 事前にスマホでチェックインも出来ますし、チェックアウトも機械で出来るのでスムーズです。 また機会がありましたらリピートしたいホテルです,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年06月15日,2025年06月,,朝食付,スーペリアツイン【禁煙】,,50代,男性,レジャー,一人,,とにかく綺麗で清潔、立地もよくコンビニや飲食店も近い、また利用します。,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年06月13日 18:51:24,2025年06月,楽天スーパーSALE,素泊まり,シーサイドモデレートダブル【禁煙】,,不明,不明,ビジネス,一人,,駅と直結しているので最高でした。,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年06月11日 0:51:10,2025年06月,,朝食付,シーサイドスーペリアダブル(ソファーベッド付)【禁煙】,,不明,不明,レジャー,一人,,朝ごはんが美味しい,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年06月09日 19:49:39,2025年06月,【楽天月末セール】スタンダードプラン 《朝食付》,素泊まり,プレミアツイン【禁煙】,,不明,不明,レジャー,友達,,ホテルの雰囲気が良く、お部屋も広かったです。周りは静かで、モーニングも外の景色を眺めながら、美味しく頂きました。良い思い出が出来ました。,,,,,,
ロワジール品川,宿泊者全員,楽天,3.00,2025年06月07日 12:42:25,2025年06月,,素泊まり,シーサイドスーペリアダブル(ソファーベッド付)【禁煙】,,不明,不明,ビジネス,一人,,ツインルームにしていただきましたので広くてよかったです。,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年06月06日,2025年05月,,朝食付,モデレートダブル【禁煙】,,50代,男性,ビジネス,一人,,部屋が綺麗,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年06月06日 21:04:00,2025年05月,【楽天月末セール】スタンダードプラン 《素泊り》,朝食付,モデレートダブル【禁煙】,,不明,不明,ビジネス,一人,,食事が美味しい,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年06月06日 21:03:42,2025年05月,【さき楽】 早割プラン30 《 朝食付 》　30日前までの予約でおトクに宿泊！,朝食付,モデレートダブル【禁煙】,,不明,不明,ビジネス,一人,,景色が良かった,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年06月02日 17:12:28,2025年05月,【楽天月末セール】スタンダードプラン 《素泊り》,,スーペリアツイン【禁煙】,,不明,不明,レジャー,家族,,アメニティが部屋にないので事前確認したほうがよいです。ラウンジには何もなく？ドリンクは見当たりませんでした。立地考えたらコスパはよいです。,,,,,,
ロワジール品川,宿泊者全員,楽天,3.00,2025年06月01日 16:57:39,2025年05月,スタンダードプラン 《 素泊り 》,,モデレートダブル【禁煙】,,不明,不明,ビジネス,一人,,部屋の広さは広い方かと思いました。本当に普通のビジネスホテルって感じ。素泊まりであれば十分かと。けど…昔に比べて高くなりましたねぇ…,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年05月30日,2025年05月,【 楽天トラベル限定 】■ポイント最大10％■ どんどん貯めてお得に宿泊♪ 《 朝食付 》,,モデレートダブル【禁煙】,,50代,男性,ビジネス,一人,,月1回位で利用しています。 私的に利用しやすい場所です。,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年05月27日,2025年05月,【楽天月末セール】スタンダードプラン 《朝食付》,,モデレートダブル【喫煙】,,70代,男性,レジャー,一人,,5月22日に宿泊しました 施設等新しくきれいでとても満足でした ブュッヘ朝食もとても満足しました,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年05月23日,2025年05月,【楽天月末セール】スタンダードプラン 《朝食付》,,デラックスツイン【禁煙】,,60代,女性,レジャー,家族,,到着が遅かったせいもあるとは思いますが、エレベーターまえのコーヒー、お茶などがきれていました。 奥のレストランのコーヒーもきれていました…残念。 あとは、満足です。,,,,,,
ロワジール品川,宿泊者全員,楽天,3.00,2025年04月04日 16:51:56,2025年04月,2連泊プラン 《 素泊り 》 ■レイトチェックアウト12時,素泊まり,スーペリアツイン【禁煙】,,不明,不明,レジャー,家族,,お台場、豊洲で遊ぶため子供と宿泊しました。駅から近く、地下にコンビニがあるので便利です。,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年03月23日 19:40:21,2025年03月,,,モデレートダブル【禁煙】,,不明,不明,ビジネス,一人,,品川シーサイドから直結。 イオンも近く、便利。,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年03月22日 19:40:33,2025年02月,【春SALE】スタンダードプラン 《 素泊り 》,素泊まり,モデレートダブル【禁煙】,,不明,不明,ビジネス,一人,,極めて良好,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年03月20日 17:53:36,2025年03月,,,シーサイドモデレートダブル【禁煙】,,不明,男性,レジャー,一人,,部屋の設備は年季が入っています（特にカーペット）が、清潔に保たれていました。フロントの方も大変親切でした。,,,,,,
ロワジール品川,宿泊者全員,楽天,3.00,2025年03月17日,2025年02月,スタンダードプラン 《 朝食付 》,朝食付,モデレートダブル【禁煙】,,60代,不明,レジャー,家族,,まぁ、東京のホテルとしてはこんなもんかなぁって感じですね。朝食会場からの眺めは最高でしたけど ロワジールホテルなんですが、外国語表記のLOISIRしか看板に無く読めずに探しました。 ホテルのプライドなんだか知らんけど利用者には優しくないと率直に思います。,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年03月14日 11:28:51,2025年03月,楽天スーパーSALE,素泊まり,シーサイドモデレートダブル【禁煙】,,不明,不明,ビジネス,一人,,部屋の広さは申し分ないが、設備は古い。,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年03月10日 16:15:21,2025年03月,【楽天月末セール】スタンダードプラン 《素泊り》,素泊まり,デラックスツイン【禁煙】,,不明,不明,レジャー,恋人,,10回以上は泊っているリピーターです。 駅直結・スーパー敷地内・コンビニ真下 とても利便性が高く、きれいなホテルです。 フェイスケア等のアメニティがあればもっと良いかと。 ディズニーの前泊・後泊にはとてもお世話になっています。,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年03月04日 15:30:57,2025年03月,【新春SALE】スタンダードプラン 《 朝食付 》,朝食付,デラックスツイン【禁煙】,,不明,不明,レジャー,家族,,部屋も広く、清潔。駅近で便利。,,,,,,
ロワジール品川,宿泊者全員,楽天,2.00,2025年02月28日 11:35:57,2025年02月,【春SALE】スタンダードプラン 《 素泊り 》,素泊まり,モデレートダブル【喫煙】,,不明,不明,ビジネス,一人,,久しぶりに泊まりましたが、こんなにひどいホテルだったかなと思いました。 ・コンセントがデスクに１つしかない（しかもテレビの裏側） ・メモ用紙がない ・洗濯物を入れる袋がない ・グラス、カップが交換されていなかったので、フロントに電話しようとしても電話がエレべーター付近にしかなく 電話できない もう泊まることはありません。立地が良いだけに残念です。,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年02月27日 10:34:39,2025年02月,スタンダードプラン 《 素泊り 》,素泊まり,スーペリアツイン【禁煙】,,不明,不明,レジャー,恋人,,投稿者さん2025年02月27日 10:34:39 眺めが良かった。,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年02月26日 11:31:13,2025年02月,【楽天月末セール】スタンダードプラン 《素泊り》,素泊まり,モデレートダブル【禁煙】,,不明,不明,ビジネス,一人,,冷暖房の切り替えができないので、せっかくお風呂から出てドライヤーをしても汗かいて不快になってしまう。それ以外は快適に過ごせた。,,,,,,
ロワジール品川,宿泊者全員,楽天,3.00,2025年02月23日 12:07:45,2025年02月,,,モデレートダブル【喫煙】,,不明,女性,ビジネス,一人,,投稿者さん2025年02月23日 12:07:45 出張でお世話になりました 全体的には満足だったのですが、1点だけ改善いただきたい点がありコメントとして記載いたします 11時チェックアウトと伺い、朝食後にお部屋でリモート打ち合わせをしていたところ、清掃が始まったのか、ドアに何度も 物をぶつけられ大きな音がしました。 清掃が必要であることは理解しておりますが、チェックアウトまでは心地の良い時間を過ごさせていただきたいと思っております,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年02月21日,2025年02月,【 楽天トラベル限定 】■ポイント最大10％■ どんどん貯めてお得に宿泊♪ 《 朝食付 》,朝食付,シーサイドモデレートダブル【禁煙】,,40代,不明,ビジネス,一人,,優れてる,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年02月13日 17:00:59,2025年02月,【さき楽】 早割プラン30 《 素泊り 》　30日前までの予約でおトクに宿泊！,素泊まり,モデレートダブル【禁煙】,,不明,不明,レジャー,家族,,隣には大きなイオンがあり、駅からも近くとても便利でした！ ラウンジにはフリードリンクがあり、東京湾の夜景もとても綺麗でした。 部屋や浴室も綺麗で、部屋からも夜景が少しだけ見えました。,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年02月09日 23:07:50,2025年02月,【春SALE】スタンダードプラン 《 素泊り 》,素泊まり,シーサイドモデレートダブル【喫煙】,,不明,不明,ビジネス,一人,,出張で一泊お世話になりましたが、受付の方も親切丁寧で癒された事から、お部屋からの眺めも良く、また機会あれば利用させて頂きたいと思います。,,,,,,
ロワジール品川,宿泊者全員,楽天,3.00,2025年02月05日 20:16:10,2025年01月,【さき楽】 早割プラン30 《 朝食付 》　30日前までの予約でおトクに宿泊！,朝食付,シーサイドモデレートダブル【禁煙】,,不明,不明,ビジネス,家族,,投稿者さん2025年02月05日 20:16:10 ベッドが最悪でした。ダニなのか身体は痒くて刺された痕がありました。 立地も良くて出張の際に利用していましたが、もう無理です。 やはり清潔にしていただかないと。。。,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年02月02日 17:47:50,2024年12月,【楽天月末セール】スタンダードプラン 《素泊り》,素泊まり,デラックスツイン【禁煙】,,不明,不明,レジャー,家族,,夜チェックインで、朝早くの出発だったのでゆっくり滞在できませんでしたが、アクセスもよく時間をロスすることなく過ごせました。,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年01月29日 16:24:02,2025年01月,楽天スーパーSALE,素泊まり,モデレートダブル【喫煙】,,不明,不明,その他,一人,,お食事は頂いていないので評価は出来ません。お部屋は綺麗に整えられていました。アメニティで女性用の使い切り化粧水があれば嬉しいかな？と思います。,,,,,,
ロワジール品川,宿泊者全員,楽天,3.00,2025年01月28日 3:53:34,2025年01月,,,モデレートダブル【禁煙】,,不明,不明,レジャー,一人,,有明のイベントの日に利用しました。りんかい線に乗れば割とアクセスが良いからです。 有明のイベント会場は交通不便な場所にあるので、りんかい線の駅までたどり着くのがそこそこ大変でした。 最寄り駅からホテルまでは便利で、イオンスーパーもあります。 工業地帯の眺望は嫌いじゃないから、夜も昼も海を見ていました。 朝食は可もなく不可もなくという感じです。 ドリンクバーは質素すぎる気がします。,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年01月23日 11:19:43,2025年01月,【 楽天トラベル限定 】■ポイント最大10％■ どんどん貯めてお得に宿泊♪ 《 朝食付 》,朝食付,シーサイドスーペリアダブル【禁煙】,,不明,不明,ビジネス,一人,,良かったです,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年07月06日,2025年06月,【楽天月末セール】スタンダードプラン 《素泊り》,素泊まり,モデレートダブル【禁煙】,,50代,男性,ビジネス,一人,,ありがとうございました,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年07月02日 15:51:42,2025年06月,楽天スーパーSALE,朝食付,スーペリアツイン【禁煙】,,不明,不明,レジャー,一人,,GOOD。,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年06月30日,2025年06月,【楽天月末セール】スタンダードプラン 《素泊り》,素泊まり,モデレートダブル【禁煙】,,40代,女性,ビジネス,一人,,ビッグサイトに用事があり利用しましたが、りんかい線の駅から歩いて直ぐなので、便利で良かったです！朝食無しで予約をしましたが、景色が良いレストランで食べれる事を知り、追加しました。 種類も沢山あり過ぎると迷ってしまいますが、ちょうど良いくらいの種類で美味しくいただけて満足でした。,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年06月29日 21:56:16,2025年06月,【さき楽】 早割プラン30 《 素泊り 》　30日前までの予約でおトクに宿泊！,素泊まり,シーサイドスーペリアダブル(ソファーベッド付)【禁煙】,,不明,不明,その他,家族,,３人で泊まりました。 部屋に椅子がなかったので、フロントでお願いしたところ、快く椅子を入れていただきました。 すごく助かりました。,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年06月27日 12:23:51,2025年06月,,朝食付,モデレートダブル【喫煙】,,不明,不明,ビジネス,一人,,快適に過ごせました。,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年06月24日 16:00:58,2025年06月,スタンダードプラン 《 朝食付 》,素泊まり,モデレートダブル【喫煙】,,不明,不明,レジャー,一人,,価格に対して朝食のクオリティが高いと感じました。 種類もたくさんあって大満足、食べ過ぎました。,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年06月18日 23:13:13,2025年06月,【春夏SALE】スタンダードプラン 《素泊り》,素泊まり,シーサイドモデレートダブル【禁煙】,,不明,不明,レジャー,家族,,駅からも近く綺麗でした。 2人部屋で少々狭いですが、寝るだけなので、全然気になりません。 事前にスマホでチェックインも出来ますし、チェックアウトも機械で出来るのでスムーズです。 また機会がありましたらリピートしたいホテルです,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年06月15日,2025年06月,楽天スーパーSALE,朝食付,スーペリアツイン【禁煙】,,50代,男性,レジャー,一人,,とにかく綺麗で清潔、立地もよくコンビニや飲食店も近い、また利用します。,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年06月13日 18:51:24,2025年06月,【楽天月末セール】スタンダードプラン 《朝食付》,素泊まり,シーサイドモデレートダブル【禁煙】,,不明,不明,ビジネス,一人,,駅と直結しているので最高でした。,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年06月11日 0:51:10,2025年06月,,朝食付,シーサイドスーペリアダブル(ソファーベッド付)【禁煙】,,不明,不明,レジャー,一人,,朝ごはんが美味しい,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年06月09日 19:49:39,2025年06月,【楽天月末セール】スタンダードプラン 《素泊り》,素泊まり,プレミアツイン【禁煙】,,不明,不明,レジャー,友達,,ホテルの雰囲気が良く、お部屋も広かったです。周りは静かで、モーニングも外の景色を眺めながら、美味しく頂きました。良い思い出が出来ました。,,,,,,
ロワジール品川,宿泊者全員,楽天,3.00,2025年06月07日 12:42:25,2025年06月,【さき楽】 早割プラン30 《 朝食付 》　30日前までの予約でおトクに宿泊！,素泊まり,シーサイドスーペリアダブル(ソファーベッド付)【禁煙】,,不明,不明,ビジネス,一人,,ツインルームにしていただきましたので広くてよかったです。,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年06月06日,2025年05月,,朝食付,モデレートダブル【禁煙】,,50代,男性,ビジネス,一人,,部屋が綺麗,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年06月06日 21:04:00,2025年05月,,朝食付,モデレートダブル【禁煙】,,不明,不明,ビジネス,一人,,食事が美味しい,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年06月06日 21:03:42,2025年05月,,朝食付,モデレートダブル【禁煙】,,不明,不明,ビジネス,一人,,景色が良かった,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年06月02日 17:12:28,2025年05月,【楽天月末セール】スタンダードプラン 《素泊り》,,スーペリアツイン【禁煙】,,不明,不明,レジャー,家族,,アメニティが部屋にないので事前確認したほうがよいです。ラウンジには何もなく？ドリンクは見当たりませんでした。立地考えたらコスパはよいです。,,,,,,
ロワジール品川,宿泊者全員,楽天,3.00,2025年06月01日 16:57:39,2025年05月,スタンダードプラン 《 素泊り 》,,モデレートダブル【禁煙】,,不明,不明,ビジネス,一人,,部屋の広さは広い方かと思いました。本当に普通のビジネスホテルって感じ。素泊まりであれば十分かと。けど…昔に比べて高くなりましたねぇ…,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年05月30日,2025年05月,【 楽天トラベル限定 】■ポイント最大10％■ どんどん貯めてお得に宿泊♪ 《 朝食付 》,,モデレートダブル【禁煙】,,50代,男性,ビジネス,一人,,月1回位で利用しています。 私的に利用しやすい場所です。,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年05月27日,2025年05月,【楽天月末セール】スタンダードプラン 《朝食付》,,モデレートダブル【喫煙】,,70代,男性,レジャー,一人,,5月22日に宿泊しました 施設等新しくきれいでとても満足でした ブュッヘ朝食もとても満足しました,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年05月23日,2025年05月,【楽天月末セール】スタンダードプラン 《朝食付》,,デラックスツイン【禁煙】,,60代,女性,レジャー,家族,,到着が遅かったせいもあるとは思いますが、エレベーターまえのコーヒー、お茶などがきれていました。 奥のレストランのコーヒーもきれていました…残念。 あとは、満足です。,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年05月22日,2025年05月,【さき楽】 早割プラン30 《 素泊り 》　30日前までの予約でおトクに宿泊！,素泊まり,モデレートダブル【禁煙】,,50代,男性,レジャー,一人,,フロントの方皆がとても親切で、荷物の預かりなど、こちらの要望に直ぐにご対応頂け、非常にスムーズで有難かったです。 夜にはレストランにて、無料のドリンクサービスがあり、夜景を見ながら楽しめました。 また電話対応の際にも、すごく丁寧で解りやすい説明に助かりました。 駅直結なので、キャリー移動がし易く、今後機会が有れば是非利用したいです。,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年05月17日 12:58:54,2025年05月,スタンダードプラン 《 素泊り 》,素泊まり,シーサイドスーペリアダブル【禁煙】,,不明,不明,レジャー,一人,,初めて利用しました。ビルの入り口が分かるか不安でしたが、すぐに見つかりました。 広いベッドとソファー付きのお部屋で快適に過ごせました。急な宿泊になったので、化粧水やクレンジングのアメニティがあると嬉しいと思います。 最寄駅からのアクセスが大変いいので、また利用したいです。,,,,,,
ロワジール品川,宿泊者全員,楽天,3.00,2025年05月16日 14:10:35,2025年05月,スタンダードプラン 《 素泊り 》,素泊まり,モデレートダブル【喫煙】,,不明,不明,ビジネス,一人,,周辺も含め、ホテル予約が取りづらい期間だったので仕方ないが、1人で素泊まり宿泊としては価格が高い(17000円)と感じました。この値段なら無料朝食サービスくらいは付いていて欲しいです。ベッド周りやバスルームなどは清潔感あり、お部屋の明るさも枕元の調光ライトで調整できて便利で良かったですが、絨毯がスリッパ無しでは歩きたくない見た目でした。チェックイン時にちょうど修学旅行生？の団体が入ってきたので不安でしたが、階が違ったからか、お部屋に入ってからはとても静かに過ごせました。23時までコーヒー・ウーロン茶・オレンジジュースがフリードリンクとなっており嬉しかったです。アメニティは必要最低限は揃っていました。ホテル入口が分かり辛くて少し迷いましたが、品川シーサイド駅からとても近くて疲れていたので助かりました。チェックイン時に階数だけ言われて上がったら、号数を聞いていないことに気付き、レシートを確認したら書いてありましたが、何号室かも言っていただけたほうが親切かな…と思いました。,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年05月16日 11:28:28,2025年04月,【 楽天トラベル限定 】■ポイント最大10％■ どんどん貯めてお得に宿泊♪ 《 朝食付 》,朝食付,スーペリアツイン【喫煙】,,不明,不明,ビジネス,一人,,部屋に歯ブラシがないのが不満 自分でとっていくのがめんどう,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年05月12日 15:49:10,2025年05月,【楽天月末セール】スタンダードプラン 《朝食付》,朝食付,スーペリアツイン【禁煙】,,不明,不明,レジャー,家族,,眺めが良い。バイキングが充実していた。,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年05月11日 15:14:30,2025年03月,【 楽天トラベル限定 】■ポイント最大10％■ どんどん貯めてお得に宿泊♪ 《 朝食付 》,朝食付,シーサイドモデレートダブル【喫煙】,,不明,不明,ビジネス,一人,,駅から近く便利,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年05月09日 12:04:44,2025年05月,ゆったりステイ12：00アウトプラン《 朝食付 》,朝食付,シーサイドモデレートダブル【禁煙】,,不明,不明,レジャー,恋人,,安いにも関わらず、朝ごはんも美味しく、景色も良く快適に過ごせました。,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年05月03日 13:53:44,2025年04月,【楽天月末セール】スタンダードプラン 《朝食付》,朝食付,シーサイドスーペリアダブル【喫煙】,,不明,不明,ビジネス,一人,,先月に引き続き利用しました。 部屋の広さは十分ですし、朝食も美味しくいただけました。 フロントスタッフさんには丁寧に応対していただき大変好印象でした。,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年04月28日 11:35:45,2025年04月,【春夏SALE】スタンダードプラン 《素泊り》,素泊まり,シーサイドスーペリアツイン【禁煙】,,不明,不明,レジャー,家族,,すぐ隣りにはイオンがあり便利でした,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年04月23日,2025年04月,,,モデレートダブル【喫煙】,,50代,男性,レジャー,一人,,特に不満なく利用できた。アメニティはもうちょっと頑張ってほしい。,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年04月23日 11:40:27,2025年03月,【 楽天トラベル限定 】■ポイント最大10％■ どんどん貯めてお得に宿泊♪ 《 朝食付 》,朝食付,シーサイドモデレートダブル【禁煙】,,不明,不明,ビジネス,一人,,全体的にバランスがよく良いです,,,,,,
ロワジール品川,宿泊者全員,楽天,4.00,2025年04月20日 11:27:40,2025年04月,【楽天月末セール】スタンダードプラン 《素泊り》,素泊まり,スーペリアダブル【禁煙】,,不明,不明,ビジネス,一人,,朝ごはんが美味しかった。,,,,,,
ロワジール品川,宿泊者全員,楽天,5.00,2025年04月15日 19:39:11,2025年04月,【春夏SALE】スタンダードプラン 《朝食付》,朝食付,シーサイドデラックスダブル【禁煙】,,不明,不明,レジャー,恋人,,かなりよかったです！ しいていうなら、10時過ぎの清掃さんが片付けで出したものが廊下に溢れかえっているのが酷すぎたかもです。 でもそれが普通なのかもです。 帰る際それを見ながら最後チェックアウトしにいったのがなんだかなって感じでしたが，総合的にすごかよかったです。 備え付けの髭剃りが使い心地が悪く痛くなったので、美容液みたいなものと、性能の良さそうなドライヤーがあれば超最高でした！ ありがとうございました！,,,,,,
